Locus,Gene,Start,Length,Product,Allele Count,Alleles
Rv1433,,1611434,816,hypothetical protein,187,Rv1433.fasta
Rv1436,gap,1613307,1020,glyceraldehyde 3-phosphate dehydrogenase,218,Rv1436.fasta
Rv1437,pgk,1614329,1239,phosphoglycerate kinase,292,Rv1437.fasta
Rv1438,tpi,1615564,786,triosephosphate isomerase,189,Rv1438.fasta
Rv1439c,,1616961,426,hypothetical protein,130,Rv1439c.fasta
Rv1440,secG,1617837,234,protein-export membrane protein SecG,43,Rv1440.fasta
Rv1442,bisC,1619791,2301,biotin sulfoxide reductase BisC,689,Rv1442.fasta
Rv1443c,,1622207,486,hypothetical protein,154,Rv1443c.fasta
Rv1444c,,1623287,411,hypothetical protein,136,Rv1444c.fasta
Rv1445c,devB,1623714,744,6-phosphogluconolactonase,192,Rv1445c.fasta
Rv1446c,opcA,1624454,912,OXPP cycle protein OpcA,279,Rv1446c.fasta
Rv1447c,zwf2,1625418,1545,glucose-6-phosphate 1-dehydrogenase,481,Rv1447c.fasta
Rv1448c,tal,1626959,1122,transaldolase,298,Rv1448c.fasta
Rv1449c,tkt,1628097,2103,transketolase,525,Rv1449c.fasta
Rv1451,,1635029,927,protoheme IX farnesyltransferase,226,Rv1451.fasta
Rv1453,,1638381,1266,transcriptional activator protein,363,Rv1453.fasta
Rv1454c,qor,1639674,987,quinone reductase,275,Rv1454c.fasta
Rv1456c,,1641493,933,antibiotic ABC transporter permease,248,Rv1456c.fasta
Rv1457c,,1642537,786,antibiotic ABC transporter permease,185,Rv1457c.fasta
Rv1458c,,1643319,942,antibiotic ABC transporter ATP-binding protein,271,Rv1458c.fasta
Rv1459c,,1644363,1776,alpha-(1->6)-mannopyranosyltransferase,388,Rv1459c.fasta
Rv1460,,1646186,807,transcriptional regulator,234,Rv1460.fasta
Rv1462,,1649526,1194,hypothetical protein,302,Rv1462.fasta
Rv1463,,1650716,801,ABC transporter ATP-binding protein,179,Rv1463.fasta
Rv1464,csd,1651518,1254,cysteine desulfurase,305,Rv1464.fasta
Rv1465,,1652768,489,nitrogen fixation related protein,101,Rv1465.fasta
Rv1467c,fadE15,1653673,1830,acyl-CoA dehydrogenase FadE15,495,Rv1467c.fasta
Rv1470,trxA,1658980,375,thioredoxin TrxA,94,Rv1470.fasta
Rv1471,trxB1,1659370,372,thioredoxin,114,Rv1471.fasta
Rv1472,echA12,1659763,858,enoyl-CoA hydratase EchA12,269,Rv1472.fasta
Rv1473,,1660656,1629,macrolide ABC transporter ATP-binding protein,367,Rv1473.fasta
Rv1473A,,1662381,192,transcriptional regulator,74,Rv1473A.fasta
Rv1474c,,1662641,564,transcriptional regulator,132,Rv1474c.fasta
Rv1475c,acn,1663215,2832,iron-regulated aconitate hydratase,533,Rv1475c.fasta
Rv1476,,1666204,561,membrane protein,155,Rv1476.fasta
Rv1477,ripA,1666990,1419,peptidoglycan endopeptidase RipA,339,Rv1477.fasta
Rv1478,,1668419,726,peptidoglycan endopeptidase RipB,203,Rv1478.fasta
Rv1479,moxR1,1669283,1134,transcriptional regulator MoxR1,275,Rv1479.fasta
Rv1480,,1670413,954,hypothetical protein,235,Rv1480.fasta
Rv1481,,1671377,1008,membrane protein,239,Rv1481.fasta
Rv1482c,,1672457,843,hypothetical protein,266,Rv1482c.fasta
Rv1483,fabG1,1673440,744,3-oxoacyl-ACP reductase FabG1,144,Rv1483.fasta
Rv1484,inhA,1674202,810,NADH-dependent enoyl-[ACP] reductase,180,Rv1484.fasta
Rv1485,hemZ,1675017,1035,ferrochelatase,210,Rv1485.fasta
Rv1487,,1676941,435,hypothetical protein,114,Rv1487.fasta
Rv1488,,1677397,1146,hypothetical protein,319,Rv1488.fasta
Rv1489,,1678552,357,hypothetical protein,120,Rv1489.fasta
Rv1489A,,1678942,231,hypothetical protein,86,Rv1489A.fasta
Rv1490,,1679322,1308,membrane protein,423,Rv1490.fasta
Rv1491c,,1681208,759,TVP38/TMEM64 family membrane protein,209,Rv1491c.fasta
Rv1492,mutA,1682157,1848,methylmalonyl-CoA mutase small subunit,497,Rv1492.fasta
Rv1493,mutB,1684005,2253,methylmalonyl-CoA mutase large subunit,552,Rv1493.fasta
Rv1494,mazE4,1686271,303,antitoxin MazE4,85,Rv1494.fasta
Rv1495,mazF4,1686570,318,mRNA interferase MazF4,91,Rv1495.fasta
Rv1496,,1686884,1005,transport system kinase,251,Rv1496.fasta
Rv1497,lipL,1687941,1290,esterase LipL,354,Rv1497.fasta
Rv1498A,,1690134,213,hypothetical protein,82,Rv1498A.fasta
Rv1498c,,1689303,618,methyltransferase,171,Rv1498c.fasta
Rv1499,,1690407,399,hypothetical protein,125,Rv1499.fasta
Rv1500,,1690850,1029,glycosyltransferase,387,Rv1500.fasta
Rv1501,,1691890,822,hypothetical protein,298,Rv1501.fasta
Rv1502,,1692924,900,hypothetical protein,344,Rv1502.fasta
Rv1517,,1708871,765,hypothetical protein,244,Rv1517.fasta
Rv1518,,1709644,960,hypothetical protein,240,Rv1518.fasta
Rv1521,fadD25,1712302,1752,fatty-acid--CoA ligase FadD25,485,Rv1521.fasta
Rv1528c,papA4,1728953,498,polyketide synthase associated protein PapA,118,Rv1528c.fasta
Rv1529,fadD24,1729502,1755,fatty-acid--CoA ligase FadD24,489,Rv1529.fasta
Rv1530,adh,1731373,1104,alcohol dehydrogenase,360,Rv1530.fasta
Rv1531,,1732473,567,hypothetical protein,157,Rv1531.fasta
Rv1532c,,1733116,435,hypothetical protein,132,Rv1532c.fasta
Rv1533,,1733610,1128,monooxygenase,295,Rv1533.fasta
Rv1534,,1734734,678,transcriptional regulator,206,Rv1534.fasta
Rv1535,,1735976,237,hypothetical protein,81,Rv1535.fasta
Rv1536,ileS,1736519,3126,isoleucine--tRNA ligase,727,Rv1536.fasta
Rv1537,dinX,1739856,1392,DNA polymerase IV,413,Rv1537.fasta
Rv1540,,1742845,927,RNA pseudouridine synthase,222,Rv1540.fasta
Rv1541c,lprI,1743778,594,lipoprotein LprI,170,Rv1541c.fasta
Rv1542c,glbN,1744426,411,hemoglobin GlbN,105,Rv1542c.fasta
Rv1543,,1745064,1026,oxidoreductase,299,Rv1543.fasta
Rv1544,,1746094,804,ketoacyl reductase,234,Rv1544.fasta
Rv1545,,1746919,228,hypothetical protein,74,Rv1545.fasta
Rv1546,,1747195,432,hypothetical protein,152,Rv1546.fasta
Rv1547,dnaE1,1747694,3555,DNA polymerase III subunit alpha,693,Rv1547.fasta
Rv1550,fadD11,1753716,1716,fatty-acid--CoA ligase FadD11,389,Rv1550.fasta
Rv1551,plsB1,1755445,1866,acyltransferase PlsB,469,Rv1551.fasta
Rv1552,frdA,1757681,1752,fumarate reductase flavoprotein subunit,526,Rv1552.fasta
Rv1553,frdB,1759435,744,fumarate reductase iron-sulfur subunit,223,Rv1553.fasta
Rv1554,frdC,1760175,381,fumarate reductase membrane anchor subunit,118,Rv1554.fasta
Rv1555,frdD,1760552,378,fumarate reductase membrane anchor subunit,134,Rv1555.fasta
Rv1556,,1760997,609,HTH-type transcriptional regulator,178,Rv1556.fasta
Rv1558,,1762947,447,hypothetical protein,135,Rv1558.fasta
Rv1559,ilvA,1763428,1290,threonine dehydratase IlvA,317,Rv1559.fasta
Rv1560,vapB11,1764755,219,antitoxin VapB11,48,Rv1560.fasta
Rv1561,vapC11,1764979,405,ribonuclease VapC11,103,Rv1561.fasta
Rv1564c,treX,1769436,2166,maltooligosyl trehalose synthase,567,Rv1564c.fasta
Rv1565c,,1771640,2190,hypothetical protein,563,Rv1565c.fasta
Rv1567c,,1774860,285,membrane protein,120,Rv1567c.fasta
Rv1568,bioA,1775392,1314,adenosylmethionine-8-amino-7-oxononanoate aminotransferase,339,Rv1568.fasta
Rv1569,bioF1,1776702,1161,8-amino-7-oxononanoate synthase,274,Rv1569.fasta
Rv1570,bioD,1777859,681,ATP-dependent dethiobiotin synthetase BioD,244,Rv1570.fasta
Rv1571,,1778539,510,hypothetical protein,168,Rv1571.fasta
Rv1589,bioB,1790284,1050,biotin synthetase,211,Rv1589.fasta
Rv1590,,1791334,240,hypothetical protein,71,Rv1590.fasta
Rv1591,,1791570,666,transmembrane protein,186,Rv1591.fasta
Rv1592c,,1792400,1341,hypothetical protein,368,Rv1592c.fasta
Rv1593c,,1793997,711,hypothetical protein,182,Rv1593c.fasta
Rv1594,nadA,1794756,1050,quinolinate synthetase A,297,Rv1594.fasta
Rv1595,nadB,1795805,1584,L-aspartate oxidase,458,Rv1595.fasta
Rv1596,nadC,1797388,858,nicotinate-nucleotide pyrophosphatase,202,Rv1596.fasta
Rv1597,,1798294,759,hypothetical protein,230,Rv1597.fasta
Rv1598c,,1799073,411,hypothetical protein,117,Rv1598c.fasta
Rv1599,hisD,1799583,1317,histidinol dehydrogenase,362,Rv1599.fasta
Rv1600,hisC1,1800896,1143,histidinol-phosphate aminotransferase,281,Rv1600.fasta
Rv1601,hisB,1802035,633,imidazole glycerol-phosphate dehydratase,149,Rv1601.fasta
Rv1602,hisH,1802664,621,imidazole glycerol phosphate synthase subunit HisH,172,Rv1602.fasta
Rv1603,hisA,1803294,738,phosphoribosyl isomerase A,178,Rv1603.fasta
Rv1604,impA,1804039,813,inositol-monophosphatase ImpA,217,Rv1604.fasta
Rv1605,hisF,1804853,804,imidazole glycerol phosphate synthase subunit HisF,193,Rv1605.fasta
Rv1606,hisI,1805653,348,phosphoribosyl-AMP cyclohydrolase,77,Rv1606.fasta
Rv1607,chaA,1806181,1083,ionic transporter integral membrane protein ChaA,237,Rv1607.fasta
Rv1608c,bcpB,1807298,465,peroxidoxin,104,Rv1608c.fasta
Rv1609,trpE,1807903,1551,anthranilate synthase component I,345,Rv1609.fasta
Rv1611,trpC,1810240,819,indole-3-glycerol phosphate synthase,143,Rv1611.fasta
Rv1612,trpB,1811127,1233,tryptophan synthase subunit beta,287,Rv1612.fasta
Rv1613,trpA,1812359,813,tryptophan synthase subunit alpha,215,Rv1613.fasta
Rv1614,lgt,1813171,1407,prolipoprotein diacylglyceryl transferase,357,Rv1614.fasta
Rv1615,,1815253,441,membrane protein,127,Rv1615.fasta
Rv1617,pykA,1816189,1419,pyruvate kinase,398,Rv1617.fasta
Rv1618,tesB1,1817615,903,acyl-CoA thioesterase TesB,202,Rv1618.fasta
Rv1620c,cydC,1819963,1731,cytochrome biosyntheisis ATP-bindingprotein/permease CydC,400,Rv1620c.fasta
Rv1621c,cydD,1821690,1584,cytochrome biosyntheisis ABC transporter ATP-binding protein/permease CydD,366,Rv1621c.fasta
Rv1622c,cydB,1823360,1041,cytochrome D ubiquinol oxidase subunit II CydB,250,Rv1622c.fasta
Rv1623c,cydA,1824430,1458,cytochrome D ubiquinol oxidase subunit I CydA,340,Rv1623c.fasta
Rv1624c,,1825998,588,membrane protein,151,Rv1624c.fasta
Rv1625c,cya,1826614,1332,adenylyl cyclase,457,Rv1625c.fasta
Rv1626,,1828180,618,two-component system transcriptional regulator,180,Rv1626.fasta
Rv1627c,,1828865,1209,nonspecific lipid-transfer protein,250,Rv1627c.fasta
Rv1629,polA,1830665,2715,DNA polymerase I,702,Rv1629.fasta
Rv1630,rpsA,1833542,1446,30S ribosomal protein S1,423,Rv1630.fasta
Rv1631,coaE,1835013,1224,dephospho-CoA kinase CoaE,331,Rv1631.fasta
Rv1632c,,1836387,444,hypothetical protein,124,Rv1632c.fasta
Rv1633,uvrB,1837075,2097,excinuclease ABC subunit UvrB,498,Rv1633.fasta
Rv1635c,,1840572,1671,mannosyltransferase,386,Rv1635c.fasta
Rv1636,TB15.3,1842451,441,iron-regulated universal stress protein,123,Rv1636.fasta
Rv1638,uvrA,1843741,2919,excinuclease ABC subunit UvrA,699,Rv1638.fasta
Rv1638A,,1846716,258,hypothetical protein,68,Rv1638A.fasta
Rv1639c,,1846989,1470,hypothetical protein,417,Rv1639c.fasta
Rv1640c,lysX,1848517,3519,bifunctional lysine--tRNA ligase/phosphatidylglycerol lysyltransferase,835,Rv1640c.fasta
Rv1641,infC,1852273,606,initiation factor IF-3,223,Rv1641.fasta
Rv1642,rpmI,1852928,195,50S ribosomal protein L35,56,Rv1642.fasta
Rv1643,rplT,1853184,390,50S ribosomal protein L20,100,Rv1643.fasta
Rv1644,tsnR,1853606,783,23S rRNA methyltransferase TsnR,242,Rv1644.fasta
Rv1645c,,1854399,1056,hypothetical protein,261,Rv1645c.fasta
Rv1647,,1856774,951,adenylate cyclase,246,Rv1647.fasta
Rv1648,,1857731,807,transmembrane protein,254,Rv1648.fasta
Rv1649,pheS,1858733,1026,phenylalanine--tRNA ligase subunit alpha,231,Rv1649.fasta
Rv1650,pheT,1859758,2496,phenylalanine--tRNA ligase subunit beta,678,Rv1650.fasta
Rv1652,argC,1865576,1059,N-acetyl-gamma-glutamyl-phoshate reductase,297,Rv1652.fasta
Rv1653,argJ,1866631,1215,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase,260,Rv1653.fasta
Rv1654,argB,1867842,885,acetylglutamate kinase,202,Rv1654.fasta
Rv1656,argF,1869922,924,ornithine carbamoyltransferase,248,Rv1656.fasta
Rv1657,argR,1870842,513,arginine repressor,140,Rv1657.fasta
Rv1658,argG,1871363,1197,argininosuccinate synthase,272,Rv1658.fasta
Rv1659,argH,1872639,1413,argininosuccinate lyase,328,Rv1659.fasta
Rv1660,pks10,1874160,1062,chalcone synthase,287,Rv1660.fasta
Rv1670,,1896120,348,hypothetical protein,99,Rv1670.fasta
Rv1671,,1896475,393,membrane protein,133,Rv1671.fasta
Rv1677,dsbF,1901748,549,lipoprotein DsbF,174,Rv1677.fasta
Rv1678,,1902397,903,integral membrane protein,270,Rv1678.fasta
Rv1679,fadE16,1903299,1122,acyl-CoA dehydrogenase FadE16,270,Rv1679.fasta
Rv1680,,1904429,825,hypothetical protein,210,Rv1680.fasta
Rv1681,moeX,1905250,993,molybdopterin biosynthesis protein MoeX,244,Rv1681.fasta
Rv1682,,1906403,918,hypothetical protein,245,Rv1682.fasta
Rv1683,,1907594,3000,bifunctional long-chain acyl-CoA synthase/lipase,695,Rv1683.fasta
Rv1685c,,1910776,624,hypothetical protein,158,Rv1685c.fasta
Rv1686c,,1911401,681,ABC transporter permease,200,Rv1686c.fasta
Rv1687c,,1912153,768,ABC transporter ATP-binding protein,255,Rv1687c.fasta
Rv1688,mpg,1912979,612,3-methyladenine DNA glycosylase,193,Rv1688.fasta
Rv1689,tyrS,1913602,1275,tyrosine--tRNA ligase,278,Rv1689.fasta
Rv1690,lprJ,1915527,384,lipoprotein LprJ,113,Rv1690.fasta
Rv1691,,1915949,753,hypothetical protein,241,Rv1691.fasta
Rv1692,,1916698,1062,phosphatase,279,Rv1692.fasta
Rv1693,,1917756,177,hypothetical protein,54,Rv1693.fasta
Rv1694,tlyA,1917940,807,16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA,277,Rv1694.fasta
Rv1695,ppnK,1918746,924,inorganic polyphosphate/ATP-NAD kinase,194,Rv1695.fasta
Rv1696,recN,1919683,1764,DNA repair protein RecN,429,Rv1696.fasta
Rv1697,,1921542,1182,hypothetical protein,197,Rv1697.fasta
Rv1698,mctB,1922745,945,copper transporter MctB,216,Rv1698.fasta
Rv1699,pyrG,1923829,1761,CTP synthase,598,Rv1699.fasta
Rv1701,,1926202,936,tyrosine recombinase XerD,166,Rv1701.fasta
Rv1704c,cycA,1929786,1671,D-serine/alanine/glycine transporter protein CycA,504,Rv1704c.fasta
Rv1706A,,1934482,168,hypothetical protein,44,Rv1706A.fasta
Rv1707,,1934882,1461,transmembrane protein,412,Rv1707.fasta
Rv1708,,1936360,957,initiation inhibitor protein,196,Rv1708.fasta
Rv1709,scpA,1937313,837,segregation and condensation protein ScpA,219,Rv1709.fasta
Rv1710,scpB,1938146,696,segregation and condensation protein ScpB,164,Rv1710.fasta
Rv1711,,1938838,765,RNA pseudouridine synthase,214,Rv1711.fasta
Rv1712,cmk,1939599,693,cytidylate kinase,177,Rv1712.fasta
Rv1713,engA,1940288,1392,GTPase Der,397,Rv1713.fasta
Rv1715,fadB3,1942659,915,3-hydroxybutyryl-CoA dehydrogenase FadB,294,Rv1715.fasta
Rv1716,,1943576,831,hypothetical protein,284,Rv1716.fasta
Rv1717,,1944406,351,hypothetical protein,122,Rv1717.fasta
Rv1718,,1944809,819,hypothetical protein,262,Rv1718.fasta
Rv1719,,1945641,780,transcriptional regulator,263,Rv1719.fasta
Rv1720c,vapC12,1947030,390,ribonuclease VapC12,121,Rv1720c.fasta
Rv1722,,1947861,1485,carboxylase,443,Rv1722.fasta
Rv1723,,1949342,1248,hydrolase,375,Rv1723.fasta
Rv1725c,,1951041,711,hypothetical protein,233,Rv1725c.fasta
Rv1726,,1951852,1386,oxidoreductase,478,Rv1726.fasta
Rv1727,,1953270,570,hypothetical protein,190,Rv1727.fasta
Rv1728c,,1953864,771,hypothetical protein,215,Rv1728c.fasta
Rv1729c,,1954631,939,S-adenosylmethionine-dependent methyltransferase,281,Rv1729c.fasta
Rv1731,gabD2,1957677,1557,succinate-semialdehyde dehydrogenase,491,Rv1731.fasta
Rv1732c,,1959243,549,hypothetical protein,141,Rv1732c.fasta
Rv1733c,,1959855,633,transmembrane protein,217,Rv1733c.fasta
Rv1734c,,1960774,243,hypothetical protein,86,Rv1734c.fasta
Rv1735a,,1961887,243,hypothetical protein,70,Rv1735a.fasta
Rv1735c,,1961291,498,membrane protein,165,Rv1735c.fasta
Rv1737c,narK2,1964183,1188,nitrate/nitrite transporter,301,Rv1737c.fasta
Rv1738,,1965657,285,hypothetical protein,82,Rv1738.fasta
Rv1739c,,1965955,1683,sulfate ABC transporter permease,484,Rv1739c.fasta
Rv1740,vapB34,1967705,213,antitoxin VapB34,74,Rv1740.fasta
Rv1741,vapC34,1967917,249,ribonuclease VapC34,84,Rv1741.fasta
Rv1742,,1968173,738,hypothetical protein,213,Rv1742.fasta
Rv1743,pknE,1969004,1701,serine/threonine-protein kinase PknE,490,Rv1743.fasta
Rv1745c,idi,1971380,612,isopentenyl-diphosphate delta-isomerase,210,Rv1745c.fasta
Rv1746,pknF,1972138,1431,serine/threonine-protein kinase PknF,442,Rv1746.fasta
Rv1747,,1973630,2598,ABC transporter ATP-binding protein/permease,579,Rv1747.fasta
Rv1748,,1976600,732,hypothetical protein,229,Rv1748.fasta
Rv1749c,,1977328,558,integral membrane protein,158,Rv1749c.fasta
Rv1750c,fadD1,1977969,1599,fatty-acid--CoA ligase FadD1,479,Rv1750c.fasta
Rv1751,,1979621,1383,oxidoreductase,439,Rv1751.fasta
Rv1752,,1981130,450,hypothetical protein,146,Rv1752.fasta
Rv1774,,2007832,1341,oxidoreductase,459,Rv1774.fasta
Rv1775,,2009172,819,hypothetical protein,212,Rv1775.fasta
Rv1776c,,2009995,561,transcriptional regulator,189,Rv1776c.fasta
Rv1778c,,2012081,450,hypothetical protein,142,Rv1778c.fasta
Rv1779c,,2012686,1794,integral membrane protein,608,Rv1779c.fasta
Rv1780,,2014699,564,hypothetical protein,126,Rv1780.fasta
Rv1781c,malQ,2015302,2175,4-alpha-glucanotransferase,659,Rv1781c.fasta
Rv1782,eccB5,2017740,1521,ESX-5 type VII secretion system protein EccB5,303,Rv1782.fasta
Rv1783,eccC5,2019257,4176,ESX-5 type VII secretion system protein EccC5,744,Rv1783.fasta
Rv1785c,cyp143,2023447,1182,cytochrome P450 Cyp143,324,Rv1785c.fasta
Rv1786,,2024828,204,ferredoxin,52,Rv1786.fasta
Rv1794,,2031066,903,hypothetical protein,208,Rv1794.fasta
Rv1796,mycP5,2033729,1758,membrane-anchored mycosin MycP,449,Rv1796.fasta
Rv1797,eccE5,2035483,1221,ESX-5 type VII secretion system protein EccE,319,Rv1797.fasta
Rv1798,eccA5,2036700,1833,ESX-5 type VII secretion system protein EccA,394,Rv1798.fasta
Rv1811,mgtC,2053443,705,Mg2+ transport P-type ATPase MgtC,253,Rv1811.fasta
Rv1812c,,2054157,1203,dehydrogenase,394,Rv1812c.fasta
Rv1813c,,2055681,432,hypothetical protein,135,Rv1813c.fasta
Rv1814,erg3,2056521,903,membrane-bound C-5 sterol desaturase,272,Rv1814.fasta
Rv1815,,2057528,666,hypothetical protein,277,Rv1815.fasta
Rv1816,,2058256,705,HTH-type transcriptional regulator,184,Rv1816.fasta
Rv1820,ilvG,2064799,1644,acetolactate synthase large subunit IlvG,423,Rv1820.fasta
Rv1821,secA2,2066457,2427,protein translocase subunit SecA,569,Rv1821.fasta
Rv1823,,2069702,924,hypothetical protein,282,Rv1823.fasta
Rv1824,,2070654,366,hypothetical protein,103,Rv1824.fasta
Rv1825,,2071036,879,hypothetical protein,207,Rv1825.fasta
Rv1826,gcvH,2071952,405,glycine cleavage system protein H,80,Rv1826.fasta
Rv1827,garA,2072596,489,glycogen accumulation regulator GarA,118,Rv1827.fasta
Rv1828,,2073081,744,HTH-type transcriptional regulator,169,Rv1828.fasta
Rv1829,,2073943,495,hypothetical protein,109,Rv1829.fasta
Rv1830,,2074841,678,HTH-type transcriptional regulator,300,Rv1830.fasta
Rv1831,,2075571,258,hypothetical protein,64,Rv1831.fasta
Rv1832,gcvB,2075877,2826,glycine dehydrogenase,752,Rv1832.fasta
Rv1833c,,2078929,861,haloalkane dehalogenase,259,Rv1833c.fasta
Rv1834,lipZ,2079830,867,hydrolase,218,Rv1834.fasta
Rv1835c,,2080701,1887,serine esterase,562,Rv1835c.fasta
Rv1836c,,2082603,2034,hypothetical protein,548,Rv1836c.fasta
Rv1838c,vapC13,2087257,396,ribonuclease VapC13,119,Rv1838c.fasta
Rv1839c,vapB13,2087649,264,antitoxin VapB13,64,Rv1839c.fasta
Rv1841c,,2089681,1038,hypothetical protein,246,Rv1841c.fasta
Rv1842c,,2090718,1368,hypothetical protein,392,Rv1842c.fasta
Rv1843c,guaB1,2092259,1440,inosine-5'-monophosphate dehydrogenase,391,Rv1843c.fasta
Rv1844c,gnd1,2093731,1458,6-phosphogluconate dehydrogenase,443,Rv1844c.fasta
Rv1845c,blaR,2095218,951,sensor-transducer protein BlaR,246,Rv1845c.fasta
Rv1846c,blaI,2096183,417,transcriptional repressor BlaI,153,Rv1846c.fasta
Rv1847,,2096877,423,esterase,166,Rv1847.fasta
Rv1848,ureA,2097348,303,urease subunit gamma,93,Rv1848.fasta
Rv1849,ureB,2097647,315,urease subunit beta,81,Rv1849.fasta
Rv1850,ureC,2097961,1734,urease subunit alpha,531,Rv1850.fasta
Rv1851,ureF,2099694,636,urease accessory protein UreF,215,Rv1851.fasta
Rv1852,ureG,2100340,675,urease accessory protein UreG,194,Rv1852.fasta
Rv1853,ureD,2101022,627,urease accessory protein UreD,190,Rv1853.fasta
Rv1854c,ndh,2101651,1392,NADH dehydrogenase,356,Rv1854c.fasta
Rv1855c,,2103184,924,oxidoreductase,293,Rv1855c.fasta
Rv1856c,,2104146,678,oxidoreductase,218,Rv1856c.fasta
Rv1857,modA,2104985,786,molybdate ABC transporter substrate-binding lipoprotein ModA,211,Rv1857.fasta
Rv1858,modB,2105773,795,molybdenum ABC transporter permease ModB,179,Rv1858.fasta
Rv1859,modC,2106574,1110,molybdenum ABC transporter ATP-binding protein ModC,275,Rv1859.fasta
Rv1860,apa,2107736,978,alanine/proline-rich secreted protein Apa,346,Rv1860.fasta
Rv1861,,2109165,306,transmembrane protein,101,Rv1861.fasta
Rv1862,adhA,2109544,1041,alcohol dehydrogenase A,307,Rv1862.fasta
Rv1863c,,2110591,771,integral membrane protein,211,Rv1863c.fasta
Rv1865c,,2112106,861,short-chain type dehydrogenase,292,Rv1865c.fasta
Rv1866,,2113140,2337,hypothetical protein,696,Rv1866.fasta
Rv1867,,2115764,1485,hypothetical protein,425,Rv1867.fasta
Rv1868,,2117347,2100,hypothetical protein,604,Rv1868.fasta
Rv1869c,,2119460,1236,reductase,371,Rv1869c.fasta
Rv1870c,,2120795,636,hypothetical protein,212,Rv1870c.fasta
Rv1871c,,2121495,390,hypothetical protein,156,Rv1871c.fasta
Rv1872c,lldD2,2121907,1245,L-lactate dehydrogenase,334,Rv1872c.fasta
Rv1873,,2123174,438,hypothetical protein,148,Rv1873.fasta
Rv1874,,2123684,687,hypothetical protein,230,Rv1874.fasta
Rv1875,,2124381,444,hypothetical protein,132,Rv1875.fasta
Rv1876,bfrA,2125340,480,bacterioferritin BfrA,155,Rv1876.fasta
Rv1877,,2125904,2064,MFS-type transporter,629,Rv1877.fasta
Rv1880c,cyp140,2130541,1317,cytochrome P450 Cyp140,374,Rv1880c.fasta
Rv1881c,lppE,2131907,423,lipoprotein LppE,130,Rv1881c.fasta
